, ,Area,Mean,Min,Max,X,Y,XM,YM,BX,BY,Width,Height,Major,Minor,Angle,class
0,1,3389,99.36,51,158,461.6,156.498,461.175,155.70600000000002,432,118,59,76,76.992,56.045,108.919,0
1,2,26771,127.147,55,203,353.55699999999996,250.50099999999998,354.465,247.503,244,171,218,158,217.204,156.931,175.945,0
2,3,3404,87.611,9,156,506.61300000000006,325.982,505.667,322.439,477,288,59,76,77.52600000000001,55.905,106.941,0
3,4,9220,105.648,37,165,243.567,490.03,242.489,489.50699999999995,194,428,99,124,127.471,92.094,112.794,0
4,5,4698,103.26299999999999,16,171,643.0740000000001,457.06199999999995,643.504,456.474,608,412,69,89,91.176,65.60600000000001,108.915,0
5,6,1553,82.287,54,127,786.125,375.089,785.7610000000001,375.29400000000004,766,346,39,58,61.532,32.135,65.648,0
6,7,6689,124.31200000000001,57,186,893.064,236.037,892.1260000000001,235.975,850,185,85,102,103.223,82.508,107.839,0
7,8,4190,120.321,32,194,709.568,210.987,710.184,210.148,678,166,62,89,89.54799999999999,59.575,78.025,0
8,9,7456,130.287,57,198,695.079,305.495,694.0269999999999,306.242,636,264,118,83,120.024,79.095,164.957,0
9,10,802,90.398,54,130,589.132,243.47,589.286,243.386,574,225,30,37,39.464,25.875,117.685,0
10,11,5180,103.10600000000001,55,192,598.025,124.97200000000001,598.684,126.26100000000001,568,68,60,113,112.632,58.556999999999995,82.76799999999999,0
11,12,802,93.73200000000001,57,123,734.8439999999999,415.175,734.7769999999999,415.18699999999995,716,400,36,30,36.069,28.311,163.41299999999998,0
12,13,5055,98.428,44,153,115.54299999999999,617.492,115.565,618.721,89,554,52,127,127.415,50.513999999999996,85.26299999999999,0
13,14,4403,71.941,2,141,43.191,600.485,39.138000000000005,605.1759999999999,0,566,85,68,85.641,65.46,163.29,0
14,15,1626,120.76799999999999,67,173,430.022,905.0,430.548,904.062,404,885,52,40,51.858000000000004,39.922,0.0,0
15,16,1825,80.72800000000001,30,141,770.9830000000001,754.487,770.663,756.079,746,729,49,50,55.202,42.093999999999994,132.861,0
16,17,884,77.348,46,124,540.2180000000001,618.015,539.582,617.567,521,602,37,32,38.567,29.184,149.187,0
17,18,1883,71.274,27,112,38.144,35.482,36.285,35.458,10,14,56,43,56.137,42.708,1.139,0
18,19,7814,98.777,31,185,174.075,773.492,176.489,774.185,122,725,104,97,104.69200000000001,95.03200000000001,19.394000000000002,2
19,20,1708,35.567,0,123,134.41,161.696,134.81,162.40200000000002,101,119,67,85,106.051,20.506,128.055,2
20,21,893,42.25899999999999,10,98,335.775,138.491,335.31300000000005,136.856,312,120,47,36,54.843999999999994,20.730999999999998,34.41,2
21,22,1461,38.123000000000005,5,87,350.07099999999997,422.309,349.905,422.76300000000003,317,386,66,73,95.185,19.543,132.06,2
22,23,657,41.677,6,84,289.101,774.38,289.654,773.12,270,756,37,36,47.121,17.752,135.914,2
23,24,285,101.54,63,142,234.675,175.486,234.662,175.037,224,165,20,20,19.055999999999997,19.043,94.574,1
24,25,792,106.634,63,160,825.71,35.006,826.199,35.309,809,19,32,32,31.945,31.566999999999997,70.82300000000001,1
25,26,306,65.33,22,138,473.657,354.99699999999996,473.204,355.532,463,345,20,20,20.165,19.322,81.08,1
26,27,288,93.413,52,160,437.191,438.514,437.58,438.46,427,428,20,20,19.2,19.099,57.06100000000001,1
27,28,1055,80.704,47,132,436.661,575.5,437.05699999999996,575.261,418,557,37,37,36.653,36.648,90.0,1
28,29,605,63.393,20,170,821.198,666.576,819.628,668.288,806,652,29,29,32.921,23.399,45.12,1
29,30,270,105.23299999999999,63,149,838.1439999999999,710.0,838.1160000000001,710.311,828,700,19,19,18.546,18.537,90.0,1
30,31,402,68.032,22,155,636.194,837.007,636.254,836.423,624,825,23,23,22.631,22.616999999999997,87.79700000000001,1
31,32,543,74.972,43,128,780.747,971.0010000000001,781.003,970.453,767,957,27,27,26.476,26.113000000000003,42.824,1
32,33,1389,88.936,47,135,766.1410000000001,927.3,765.237,927.693,744,906,43,42,42.31100000000001,41.798,134.153,1
33,34,557,89.758,40,145,495.92,901.32,496.25800000000004,901.135,482,888,27,27,26.676,26.586,70.444,1
34,35,305,107.098,62,185,814.68,526.516,814.831,527.207,804,516,20,20,19.713,19.7,84.806,1
35,36,336,74.494,48,127,102.089,418.0,101.931,417.619,91,407,21,21,20.685,20.682,90.0,1
36,37,383,63.54,23,101,480.954,607.717,480.711,607.097,469,596,23,23,22.148000000000003,22.018,16.522000000000002,1
