0,202.630,265.750,250.630,316.750 
0,258.110,328.830,344.110,385.830 
0,253.330,362.800,283.330,389.800 
0,453.940,181.500,523.940,225.500 
0,485.050,250.160,512.050,282.160 
0,168.280,490.930,202.280,522.930 
0,51.260,462.960,98.260,523.960 
0,450.100,464.240,480.100,494.240 
0,363.140,480.870,389.140,512.870 
0,44.850,558.990,67.850,588.990 
0,19.020,540.090,47.020,573.090 
0,145.330,744.780,166.330,770.780 
0,475.720,675.870,497.720,698.870 
0,308.270,753.160,326.270,774.160 
0,171.720,635.560,191.720,664.560 
0,460.980,921.860,489.980,941.860 
0,390.020,954.030,408.020,974.030 
0,252.540,979.600,270.540,997.600 
0,213.330,736.080,240.330,761.080 
1,179.970,684.740,194.970,704.740 
2,203.090,617.990,222.090,640.990 
0,244.950,457.020,288.950,503.020 
0,420.080,477.970,439.080,498.970 
0,450.390,363.210,474.390,392.210 
0,431.210,293.030,450.210,324.030 
0,834.790,50.930,888.790,96.930 
0,697.770,116.880,741.770,147.880 
0,659.880,82.760,688.880,120.760 
0,670.160,141.940,707.160,179.940 
0,557.750,109.730,603.750,187.730 
0,621.920,141.960,656.920,181.960 
0,603.870,339.860,629.870,363.860 
0,662.760,336.900,694.760,365.900 
0,605.210,298.660,625.210,327.660 
0,767.850,447.310,790.850,469.310 
0,891.010,-2.500,945.010,37.500 
0,580.310,223.700,605.310,252.700 
0,541.870,517.640,576.870,545.640 
0,575.960,439.030,609.960,467.030 
0,925.700,145.590,947.700,175.590 
2,574.790,570.920,598.790,599.920 
0,589.850,864.070,615.850,895.070 
0,819.900,695.710,848.900,729.710 
0,544.180,959.570,568.180,980.570 
0,850.010,672.890,880.010,694.890 
0,632.970,407.890,650.970,427.890 
0,694.230,446.860,718.230,465.860 
0,662.150,450.090,681.150,468.090 
0,966.790,639.490,990.790,665.490 
0,716.850,650.400,742.850,667.400 
0,858.560,480.700,877.560,502.700 
0,823.260,870.970,844.260,895.970 
1,91.270,921.940,108.270,940.940 
0,102.760,959.010,124.760,979.010 
0,89.180,994.980,109.180,1017.980 
0,106.690,611.050,130.690,634.050 
0,212.260,545.880,238.260,565.880 
1,491.180,418.050,506.180,434.050 
0,406.990,639.930,429.990,659.930 
0,281.370,995.110,308.370,1011.110 
0,678.080,951.860,698.080,969.860 
0,707.320,88.200,730.320,109.200 
0,547.820,1003.790,568.820,1021.790 
0,515.210,328.010,536.210,350.010 
0,954.120,757.180,974.120,779.180 
0,873.110,764.630,891.110,781.630 
0,727.000,769.220,745.000,787.220 
0,739.040,953.920,755.040,970.920 
0,331.360,523.250,354.360,546.250 
2,387.690,206.250,405.690,251.250 
2,392.060,303.060,408.060,347.060 
2,417.810,404.060,430.810,440.060 
2,372.110,416.040,386.110,457.040 
2,153.290,404.940,216.290,416.940 
2,131.390,312.980,142.390,391.980 
2,183.970,414.960,195.970,445.960 
2,291.110,395.000,300.110,419.000 
2,266.200,432.070,278.200,464.070 
2,186.720,787.610,212.720,798.610 
2,184.250,960.620,212.250,971.620 
